Title,Auction Name,Sheet id,Auction House,Make,Model,Variant,Lot,Reg,Start Time,Start Date,D.O.R,Fuel Type,Former Keepers,Transmission,Colour,MOT Expiry Date,Keys,VAT Status,V5,CAP Clean,CAP Average,CAP Below,CC,Mileage,Mileage Warranted,MOT Due,Body Type,Additional information,General Condition,Tyres Condition,Inspection Report,Images,Damaged_images,Damage_details
Skoda,ebca,24,ProTruck,Skoda,Fabia,1.2 TSI 90 SE 5dr,369,GF15LUO,15:00,-,31/03/2015,Petrol,2,MANUAL,SILVER,01/04/2026,2,Margin,Here,"£2,675.00","£2,225.00","£1,775.00",0.1,,Warranted,01/04/2026,Estate,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '2', 'Last service date': '02/04/2024', 'Last service miles': '117,812', 'MOT Due': '01/04/2026', 'Former Keepers': '2', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '89', 'Gross Weight': '1588', 'Euro Status': '6', 'Euro': '6', 'CO2': '107', 'MPG Combined': '60.1', 'MPG Urban': '47.1', 'MPG Extra Urban': '70.6'}}","{
    ""Interior"": {
        ""Registration"": ""GF15LUO"",
        ""Registered"": ""31/03/2015"",
        ""Miles"": ""123,287 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""01/04/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1197"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""2"",
        ""Last service date"": ""02/04/2024"",
        ""Last service miles"": ""117,812"",
        ""Vendor"": ""Bartletts Seat"",
        ""CAP Clean"": ""\u00a32,675.00"",
        ""CAP Average"": ""\u00a32,225.00"",
        ""CAP Below"": ""\u00a31,775.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6311.pdf,,,
Kia,ebca,24,ProTruck,Kia,Venga,1.6 CRDi ISG 3 5dr,294,GF16DVJ,15:00,-,23/03/2016,Diesel,2,MANUAL,SILVER,08/07/2026,2,Margin,Here,"£2,900.00","£2,450.00","£2,000.00",0.2,,Warranted,08/07/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '10', 'Last service date': '24/11/2025', 'Last service miles': '52,683', 'MOT Due': '08/07/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '114', 'Gross Weight': '1810', 'Euro Status': '6', 'Euro': '6', 'CO2': '115', 'MPG Combined': '64.2', 'MPG Urban': '55.4', 'MPG Extra Urban': '70.6'}}","{
    ""Interior"": {
        ""Registration"": ""GF16DVJ"",
        ""Registered"": ""23/03/2016"",
        ""Miles"": ""52,702 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""08/07/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1582"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""10"",
        ""Last service date"": ""24/11/2025"",
        ""Last service miles"": ""52,683"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a32,900.00"",
        ""CAP Average"": ""\u00a32,450.00"",
        ""CAP Below"": ""\u00a32,000.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicledamageimage?key=StorageS3::privileged/motorvehicle/6469/1766408762_GR1pQV.pdf,,,
Skoda,ebca,24,ProTruck,Skoda,Roomster,1.2 TSI 105 SE 5dr DSG,420,GF63HFW,15:00,-,25/11/2013,Petrol,1,SEMI AUTO,SILVER,03/03/2026,2,Margin,Here,"£3,400.00","£2,875.00","£2,375.00",0.1,,Warranted,03/03/2026,MPV,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '11', 'Last service date': '13/02/2025', 'Last service miles': '48,185', 'MOT Due': '03/03/2026', 'Former Keepers': '1', 'Body Style': 'MPV', 'Hubs': 'Alloy', 'BHP': '105', 'Gross Weight': '1726', 'Euro Status': '5', 'Euro': '5', 'CO2': '134', 'MPG Combined': '49.6', 'MPG Urban': '39.2', 'MPG Extra Urban': '58.9'}}","{
    ""Interior"": {
        ""Registration"": ""GF63HFW"",
        ""Registered"": ""25/11/2013"",
        ""Miles"": ""51,576 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""SEMI AUTO"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""03/03/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1197"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""11"",
        ""Last service date"": ""13/02/2025"",
        ""Last service miles"": ""48,185"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a33,400.00"",
        ""CAP Average"": ""\u00a32,875.00"",
        ""CAP Below"": ""\u00a32,375.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6803.pdf,,,
Renault,ebca,24,ProTruck,Renault,Clio,1.2 16V Dynamique Nav 5dr,264,GJ66YTG,15:00,-,30/09/2016,Petrol,3,MANUAL,RED,07/01/2027,2,Margin,Here,"£2,300.00","£1,875.00","£1,475.00",0.1,,Warranted,07/01/2027,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '3', 'Last service date': '31/10/2019', 'Last service miles': '14,671', 'MOT Due': '07/01/2027', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '72', 'Gross Weight': '1566', 'Euro Status': '6', 'Euro': '6', 'CO2': '127', 'MPG Combined': '51.4', 'MPG Urban': '40.4', 'MPG Extra Urban': '60.1'}}","{
    ""Interior"": {
        ""Registration"": ""GJ66YTG"",
        ""Registered"": ""30/09/2016"",
        ""Miles"": ""99,839 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""RED"",
        ""VAT"": ""Margin"",
        ""MOT"": ""07/01/2027"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1149"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""3"",
        ""Last service date"": ""31/10/2019"",
        ""Last service miles"": ""14,671"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a32,300.00"",
        ""CAP Average"": ""\u00a31,875.00"",
        ""CAP Below"": ""\u00a31,475.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6860.pdf,,,
Fiat,ebca,24,ProTruck,Fiat,500,0.9 TwinAir Lounge 3dr,319,GK63XCS,15:00,-,30/09/2013,Petrol,2,MANUAL,RED,17/02/2026,2,Margin,Here,"£1,525.00","£1,125.00",£725.00,0.1,,Warranted,17/02/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '6', 'Last service date': '19/02/2019', 'Last service miles': '30,906', 'MOT Due': '17/02/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '85', 'Gross Weight': '1370', 'Euro Status': '5', 'Euro': '5', 'CO2': '95', 'MPG Combined': '70.6', 'MPG Urban': '60.1', 'MPG Extra Urban': '78.5'}}","{
    ""Interior"": {
        ""Registration"": ""GK63XCS"",
        ""Registered"": ""30/09/2013"",
        ""Miles"": ""70,021 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""RED"",
        ""VAT"": ""Margin"",
        ""MOT"": ""17/02/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""875"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""6"",
        ""Last service date"": ""19/02/2019"",
        ""Last service miles"": ""30,906"",
        ""Vendor"": ""Yeomans Group"",
        ""CAP Clean"": ""\u00a31,525.00"",
        ""CAP Average"": ""\u00a31,125.00"",
        ""CAP Below"": ""\u00a3725.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6280.pdf,,,
Honda,ebca,24,ProTruck,Honda,Jazz,1.4 i-VTEC EX 5dr,287,GL60YMC,15:00,-,31/10/2010,Petrol,,MANUAL,SILVER,31/10/2026,1,Margin,Here,"£1,400.00",£990.00,£600.00,0.1,,Warranted,31/10/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '15', 'Last service date': '17/10/2025', 'Last service miles': '15', 'MOT Due': '31/10/2026', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '98', 'Gross Weight': '1610', 'Euro Status': '5', 'Euro': '5', 'CO2': '108', 'MPG Combined': '50.4', 'MPG Urban': '41.5', 'MPG Extra Urban': '56.5'}}","{
    ""Interior"": {
        ""Registration"": ""GL60YMC"",
        ""Registered"": ""31/10/2010"",
        ""Miles"": ""122,077 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""31/10/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1339"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""15"",
        ""Last service date"": ""17/10/2025"",
        ""Last service miles"": ""15"",
        ""Vendor"": ""Yeomans Group"",
        ""CAP Clean"": ""\u00a31,400.00"",
        ""CAP Average"": ""\u00a3990.00"",
        ""CAP Below"": ""\u00a3600.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6703.pdf,,,
Citroen,ebca,24,ProTruck,Citroen,DS3,1.6 VTi 16V DStyle Plus 3dr,320,GL62CAV,15:00,-,06/01/2013,Petrol,2,MANUAL,WHITE,20/09/2026,2,Margin,Here,"£1,025.00",£620.00,£275.00,0.2,,Warranted,20/09/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '5', 'Last service date': '12/09/2024', 'Last service miles': '71,047', 'MOT Due': '20/09/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '120', 'Gross Weight': '1554', 'Euro Status': '5', 'Euro': '5', 'CO2': '136', 'MPG Combined': '40.4', 'MPG Urban': '29.1', 'MPG Extra Urban': '52.3'}}","{
    ""Interior"": {
        ""Registration"": ""GL62CAV"",
        ""Registered"": ""06/01/2013"",
        ""Miles"": ""81,077 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""20/09/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1598"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""5"",
        ""Last service date"": ""12/09/2024"",
        ""Last service miles"": ""71,047"",
        ""Vendor"": ""DSM Ltd"",
        ""CAP Clean"": ""\u00a31,025.00"",
        ""CAP Average"": ""\u00a3620.00"",
        ""CAP Below"": ""\u00a3275.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6872.pdf,,,
Skoda,ebca,24,ProTruck,Skoda,Octavia,1.6 TDI CR SE 5dr,418,GL63SZV,15:00,-,17/02/2014,Diesel,,MANUAL,BLUE,17/02/2026,2,Margin,Here,"£3,100.00","£2,575.00","£2,075.00",0.2,,Warranted,17/02/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '10', 'Last service date': '10/02/2025', 'Last service miles': '73,599', 'MOT Due': '17/02/2026', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '103', 'Gross Weight': '1855', 'Euro Status': '5', 'Euro': '5', 'CO2': '99', 'MPG Combined': '74.3', 'MPG Urban': '61.4', 'MPG Extra Urban': '85.6'}}","{
    ""Interior"": {
        ""Registration"": ""GL63SZV"",
        ""Registered"": ""17/02/2014"",
        ""Miles"": ""78,005 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLUE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""17/02/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1598"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""10"",
        ""Last service date"": ""10/02/2025"",
        ""Last service miles"": ""73,599"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a33,100.00"",
        ""CAP Average"": ""\u00a32,575.00"",
        ""CAP Below"": ""\u00a32,075.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6834.pdf,,,
Hyundai,ebca,24,ProTruck,Hyundai,I20,1.2 Active 5dr,374,GL64OSB,15:00,-,30/11/2014,Petrol,2,MANUAL,SILVER,29/11/2026,2,Margin,Here,"£1,725.00","£1,300.00",£875.00,0.1,,Warranted,29/11/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '3', 'Last service date': '18/07/2023', 'Last service miles': '74,595', 'MOT Due': '29/11/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '84', 'Gross Weight': '1515', 'Euro Status': '5', 'Euro': '5', 'CO2': '114', 'MPG Combined': '57.7', 'MPG Urban': '46.3', 'MPG Extra Urban': '67.3'}}","{
    ""Interior"": {
        ""Registration"": ""GL64OSB"",
        ""Registered"": ""30/11/2014"",
        ""Miles"": ""97,187 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""29/11/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1248"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""3"",
        ""Last service date"": ""18/07/2023"",
        ""Last service miles"": ""74,595"",
        ""Vendor"": ""Bartletts Seat"",
        ""CAP Clean"": ""\u00a31,725.00"",
        ""CAP Average"": ""\u00a31,300.00"",
        ""CAP Below"": ""\u00a3875.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6559.pdf,,,
Dacia,ebca,24,ProTruck,Dacia,Sandero Stepway,0.9 TCe Laureate 5dr,391,GN17TXU,15:00,-,16/03/2017,Petrol,,MANUAL,BLACK,15/03/2026,2,Margin,Here,"£2,250.00","£1,825.00","£1,425.00",0.1,,Warranted,15/03/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '7', 'Last service date': '25/02/2025', 'Last service miles': '96,530', 'MOT Due': '15/03/2026', 'Body Style': 'Hatchback', 'Hubs': 'Steel', 'BHP': '90', 'Gross Weight': '1550', 'Euro Status': '6', 'Euro': '6', 'CO2': '115', 'MPG Combined': '55.4', 'MPG Urban': '48.7', 'MPG Extra Urban': '60.1'}}","{
    ""Interior"": {
        ""Registration"": ""GN17TXU"",
        ""Registered"": ""16/03/2017"",
        ""Miles"": ""105,272 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""15/03/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""898"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""7"",
        ""Last service date"": ""25/02/2025"",
        ""Last service miles"": ""96,530"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a32,250.00"",
        ""CAP Average"": ""\u00a31,825.00"",
        ""CAP Below"": ""\u00a31,425.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6185.pdf,,,
Volkswagen,ebca,24,ProTruck,Volkswagen,Golf Plus,1.9 SE TDI PD 5dr,255,GR55MYC,15:00,-,20/12/2005,Diesel,1,MANUAL,BLUE,30/01/2026,2,Margin,Here,£0.00,£0.00,£0.00,0.2,,Warranted,30/01/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '16', 'Last service date': '03/11/2025', 'Last service miles': '167,318', 'MOT Due': '30/01/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '105', 'Gross Weight': '2000', 'Euro Status': '4', 'Euro': '4', 'CO2': '149', 'MPG Combined': '50.4', 'MPG Urban': '39.8', 'MPG Extra Urban': '58.9'}}","{
    ""Interior"": {
        ""Registration"": ""GR55MYC"",
        ""Registered"": ""20/12/2005"",
        ""Miles"": ""168,127 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLUE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""30/01/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1900"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""16"",
        ""Last service date"": ""03/11/2025"",
        ""Last service miles"": ""167,318"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a30.00"",
        ""CAP Average"": ""\u00a30.00"",
        ""CAP Below"": ""\u00a30.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6423.pdf,,,
Nissan,ebca,24,ProTruck,Nissan,Qashqai+2,1.6 [117] 360 5dr,338,GU13AHA,15:00,-,01/03/2013,Petrol,1,MANUAL,BLACK,02/04/2026,2,Margin,Here,£0.00,£0.00,£0.00,0.2,,Warranted,02/04/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'none', 'MOT Due': '02/04/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '117', 'Gross Weight': '2108', 'Euro Status': '5', 'Euro': '5', 'CO2': '154', 'MPG Combined': '42.8', 'MPG Urban': '34', 'MPG Extra Urban': '50.4'}}","{
    ""Interior"": {
        ""Registration"": ""GU13AHA"",
        ""Registered"": ""01/03/2013"",
        ""Miles"": ""224,777 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""02/04/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1598"",
        ""Service history"": ""None"",
        ""Vendor"": ""GMW"",
        ""CAP Clean"": ""\u00a30.00"",
        ""CAP Average"": ""\u00a30.00"",
        ""CAP Below"": ""\u00a30.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6908.pdf,,,
Toyota,ebca,24,ProTruck,Toyota,Aygo,1.0 VVT-i Ice 5dr,300,GU13HWR,15:00,-,26/06/2013,Petrol,1,MANUAL,WHITE,09/12/2026,2,Margin,Here,"£2,375.00","£1,925.00","£1,475.00",0.1,,Warranted,09/12/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '7', 'Last service date': '09/05/2025', 'Last service miles': '29,993', 'MOT Due': '09/12/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '68', 'Gross Weight': '1190', 'Euro Status': '5', 'Euro': '5', 'CO2': '99', 'MPG Combined': '65.7', 'MPG Urban': '55.4', 'MPG Extra Urban': '74.3'}}","{
    ""Interior"": {
        ""Registration"": ""GU13HWR"",
        ""Registered"": ""26/06/2013"",
        ""Miles"": ""30,427 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""09/12/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""998"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""7"",
        ""Last service date"": ""09/05/2025"",
        ""Last service miles"": ""29,993"",
        ""Vendor"": ""Yeomans Group"",
        ""CAP Clean"": ""\u00a32,375.00"",
        ""CAP Average"": ""\u00a31,925.00"",
        ""CAP Below"": ""\u00a31,475.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6549.pdf,,,
Peugeot,ebca,24,ProTruck,Peugeot,208,1.2 VTi Style 3dr,259,GU15VOJ,15:00,-,14/05/2015,Petrol,2,MANUAL,BLACK,28/01/2026,2,Margin,Here,"£1,625.00","£1,225.00",£825.00,0.1,,Warranted,28/01/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '8', 'Last service date': '31/05/2025', 'Last service miles': '63,375', 'MOT Due': '28/01/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '82', 'Gross Weight': '1546', 'Euro Status': '6', 'Euro': '6', 'CO2': '104', 'MPG Combined': '62.8', 'MPG Urban': '51.4', 'MPG Extra Urban': '72.4'}}","{
    ""Interior"": {
        ""Registration"": ""GU15VOJ"",
        ""Registered"": ""14/05/2015"",
        ""Miles"": ""71,525 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""28/01/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1200"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""8"",
        ""Last service date"": ""31/05/2025"",
        ""Last service miles"": ""63,375"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a31,625.00"",
        ""CAP Average"": ""\u00a31,225.00"",
        ""CAP Below"": ""\u00a3825.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6755.pdf,,,
Citroen,ebca,24,ProTruck,Citroen,C4 Picasso,1.6 HDi Platinum 5dr,254,GU62HSV,15:00,-,16/10/2012,Diesel,1,MANUAL,SILVER,21/09/2026,1,Margin,Here,"£1,025.00",£620.00,£225.00,0.2,,Warranted,21/09/2026,MPV,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '1', 'Last service date': '16/09/2022', 'Last service miles': '88,883', 'MOT Due': '21/09/2026', 'Former Keepers': '1', 'Body Style': 'MPV', 'Hubs': 'Alloy', 'BHP': '110', 'Euro Status': '5', 'Euro': '5', 'CO2': '135', 'MPG Combined': '54.3', 'MPG Urban': '45.6', 'MPG Extra Urban': '61.4'}}","{
    ""Interior"": {
        ""Registration"": ""GU62HSV"",
        ""Registered"": ""16/10/2012"",
        ""Miles"": ""109,822 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""21/09/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1560"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""1"",
        ""Last service date"": ""16/09/2022"",
        ""Last service miles"": ""88,883"",
        ""Vendor"": ""Quest Motor Group"",
        ""CAP Clean"": ""\u00a31,025.00"",
        ""CAP Average"": ""\u00a3620.00"",
        ""CAP Below"": ""\u00a3225.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6691.pdf,,,
Renault,ebca,24,ProTruck,Renault,Clio,1.2 TCE Dynamique TomTom 5dr,404,GU62JNL,15:00,-,03/09/2012,Petrol,2,MANUAL,WHITE,20/03/2026,2,Margin,Here,£690.00,£310.00,£150.00,0.1,,Warranted,20/03/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '3', 'Last service date': '11/03/2025', 'Last service miles': '77,998', 'MOT Due': '20/03/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '100', 'Gross Weight': '1588', 'Euro Status': '5', 'Euro': '5', 'CO2': '125', 'MPG Combined': '52.3', 'MPG Urban': '40.4', 'MPG Extra Urban': '62.8'}}","{
    ""Interior"": {
        ""Registration"": ""GU62JNL"",
        ""Registered"": ""03/09/2012"",
        ""Miles"": ""80,913 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""20/03/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1149"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""3"",
        ""Last service date"": ""11/03/2025"",
        ""Last service miles"": ""77,998"",
        ""Vendor"": ""Trade"",
        ""CAP Clean"": ""\u00a3690.00"",
        ""CAP Average"": ""\u00a3310.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6618.pdf,,,
